 1,1,1657041650,840000,"P1              ",3995.759521,0.001298
 1,1,1657041650,880000,"P1              ",3996.003906,0.001375
 1,1,1657041650,920000,"P1              ",3995.575928,0.001222
 1,1,1657041650,960000,"P1              ",3994.415283,0.000901
 1,1,1657041651,0,"P1              ",3994.110107,0.000917
 1,1,1657041651,40000,"P1              ",3994.354492,0.000978
 1,1,1657041651,80000,"P1              ",3994.231689,0.000795
 1,1,1657041651,120000,"P1              ",3995.453857,0.001191
 1,1,1657041651,160000,"P1              ",3994.109619,0.000795
 1,1,1657041651,200000,"P1              ",3994.293213,0.000947
 1,1,1657041651,240000,"P1              ",3994.781982,0.001039
 1,1,1657041651,280000,"P1              ",3996.126221,0.001390
 1,1,1657041651,320000,"P1              ",3994.232178,0.000932
 1,1,1657041651,360000,"P1              ",3995.026367,0.001130
 1,1,1657041651,400000,"P1              ",3995.209473,0.001100
 1,1,1657041651,440000,"P1              ",3994.048828,0.000886
 1,1,1657041651,480000,"P1              ",3994.170654,0.000779
 1,1,1657041651,520000,"P1              ",3994.292969,0.000825
 1,1,1657041651,560000,"P1              ",3995.454102,0.001268
 1,1,1657041651,600000,"P1              ",3994.170654,0.000810
 1,1,1657041651,640000,"P1              ",3994.292969,0.000856
 1,1,1657041651,680000,"P1              ",3994.354004,0.000871
 1,1,1657041651,720000,"P1              ",3995.454346,0.001314
 1,1,1657041651,760000,"P1              ",3994.537354,0.000947
 1,1,1657041651,800000,"P1              ",3995.209473,0.001100
 1,1,1657041651,840000,"P1              ",3995.026855,0.001207
 1,1,1657041651,880000,"P1              ",3994.476562,0.000993
 1,1,1657041651,920000,"P1              ",3995.209473,0.001130
 1,1,1657041651,960000,"P1              ",3994.598877,0.001039
 1,1,1657041652,0,"P1              ",3994.904541,0.001161
 1,1,1657041652,40000,"P1              ",3994.170654,0.000779
 1,1,1657041652,80000,"P1              ",3995.820557,0.001329
 1,1,1657041652,120000,"P1              ",3994.049072,0.000932
 1,1,1657041652,160000,"P1              ",3994.048828,0.000856
 1,1,1657041652,200000,"P1              ",3995.270752,0.001161
 1,1,1657041652,240000,"P1              ",3994.721191,0.001085
 1,1,1657041652,280000,"P1              ",3995.881348,0.001268
 1,1,1657041652,320000,"P1              ",3994.721191,0.001131
 1,1,1657041652,360000,"P1              ",3995.332031,0.001268
 1,1,1657041652,400000,"P1              ",3995.759521,0.001314
 1,1,1657041652,440000,"P1              ",3994.904053,0.001039
 1,1,1657041652,480000,"P1              ",3995.698730,0.001344
 1,1,1657041652,520000,"P1              ",3995.148926,0.001222
 1,1,1657041652,560000,"P1              ",3994.293457,0.000993
 1,1,1657041652,600000,"P1              ",3996.126221,0.001390
 1,1,1657041652,640000,"P1              ",3995.942627,0.001298
 1,1,1657041652,680000,"P1              ",3995.881348,0.001268
 1,1,1657041652,720000,"P1              ",3995.514893,0.001207
 1,1,1657041652,760000,"P1              ",3993.926514,0.000810
 1,1,1657041652,800000,"P1              ",3993.926758,0.000840
 1,1,1657041652,840000,"P1              ",3995.331299,0.001130
 1,1,1657041652,880000,"P1              ",3995.209717,0.001161
 1,1,1657041652,920000,"P1              ",3995.271240,0.001283
 1,1,1657041652,960000,"P1              ",3994.354492,0.000978
 1,1,1657041653,0,"P1              ",3994.843262,0.001115
 1,1,1657041653,40000,"P1              ",3995.331787,0.001222
 1,1,1657041653,80000,"P1              ",3996.125977,0.001375
 1,1,1657041653,120000,"P1              ",3994.599121,0.001115
 1,1,1657041653,160000,"P1              ",3995.209961,0.001207
 1,1,1657041653,200000,"P1              ",3995.697998,0.001207
 1,1,1657041653,240000,"P1              ",3995.820312,0.001237
 1,1,1657041653,280000,"P1              ",3995.942627,0.001329
 1,1,1657041653,320000,"P1              ",3994.598877,0.001069
 1,1,1657041653,360000,"P1              ",3993.926514,0.000810
 1,1,1657041653,400000,"P1              ",3993.926758,0.000871
 1,1,1657041653,440000,"P1              ",3996.125977,0.001344
 1,1,1657041653,480000,"P1              ",3994.415527,0.001008
 1,1,1657041653,520000,"P1              ",3994.904785,0.001207
 1,1,1657041653,560000,"P1              ",3996.003662,0.001329
 1,1,1657041653,600000,"P1              ",3994.537598,0.001008
 1,1,1657041653,640000,"P1              ",3995.453613,0.001176
 1,1,1657041653,680000,"P1              ",3995.331787,0.001222
 1,1,1657041653,720000,"P1              ",3996.064697,0.001313
 1,1,1657041653,760000,"P1              ",3995.942383,0.001252
 1,1,1657041653,800000,"P1              ",3994.965332,0.001100
 1,1,1657041653,840000,"P1              ",3995.576416,0.001329
 1,1,1657041653,880000,"P1              ",3994.537354,0.000917
 1,1,1657041653,920000,"P1              ",3995.270996,0.001191
 1,1,1657041653,960000,"P1              ",3995.637207,0.001252
 1,1,1657041654,0,"P1              ",3995.942627,0.001298
 1,1,1657041654,40000,"P1              ",3995.759033,0.001222
 1,1,1657041654,80000,"P1              ",3994.720703,0.000978
 1,1,1657041654,120000,"P1              ",3995.271240,0.001283
 1,1,1657041654,160000,"P1              ",3994.048828,0.000856
 1,1,1657041654,200000,"P1              ",3995.087646,0.001161
 1,1,1657041654,240000,"P1              ",3994.720703,0.000978
 1,1,1657041654,280000,"P1              ",3995.026855,0.001207
 1,1,1657041654,320000,"P1              ",3994.170898,0.000840
 1,1,1657041654,360000,"P1              ",3994.904541,0.001161
 1,1,1657041654,400000,"P1              ",3995.637695,0.001344
 1,1,1657041654,440000,"P1              ",3995.698242,0.001237
 1,1,1657041654,480000,"P1              ",3994.721191,0.001085
 1,1,1657041654,520000,"P1              ",3994.781982,0.001039
 1,1,1657041654,560000,"P1              ",3994.599121,0.001115
 1,1,1657041654,600000,"P1              ",3995.515381,0.001298
 1,1,1657041654,640000,"P1              ",3994.904541,0.001161
 1,1,1657041654,680000,"P1              ",3995.148926,0.001222
 1,1,1657041654,720000,"P1              ",3995.454102,0.001237
 1,1,1657041654,760000,"P1              ",3994.415527,0.001008
 1,1,1657041654,800000,"P1              ",3994.354736,0.001054
 1,1,1657041654,840000,"P1              ",3994.231934,0.000825
 1,1,1657041654,880000,"P1              ",3995.698486,0.001329
 1,1,1657041654,920000,"P1              ",3995.575928,0.001191
 1,1,1657041654,960000,"P1              ",3994.354004,0.000886
 1,1,1657041655,0,"P1              ",3995.270508,0.001115
 1,1,1657041655,40000,"P1              ",3995.821045,0.001390
 1,1,1657041655,80000,"P1              ",3995.698242,0.001283
 1,1,1657041655,120000,"P1              ",3994.232422,0.001008
 1,1,1657041655,160000,"P1              ",3994.415283,0.000901
 1,1,1657041655,200000,"P1              ",3995.087891,0.001207
 1,1,1657041655,240000,"P1              ",3994.110107,0.000947
 1,1,1657041655,280000,"P1              ",3996.186768,0.001298
 1,1,1657041655,320000,"P1              ",3995.026611,0.001176
 1,1,1657041655,360000,"P1              ",3995.453857,0.001222
 1,1,1657041655,400000,"P1              ",3995.209473,0.001100
 1,1,1657041655,440000,"P1              ",3995.698486,0.001329
 1,1,1657041655,480000,"P1              ",3994.476562,0.000963
 1,1,1657041655,520000,"P1              ",3994.720703,0.001008
 1,1,1657041655,560000,"P1              ",3995.209473,0.001130
 1,1,1657041655,600000,"P1              ",3994.049072,0.000932
 1,1,1657041655,640000,"P1              ",3995.698242,0.001237
 1,1,1657041655,680000,"P1              ",3995.943115,0.001390
 1,1,1657041655,720000,"P1              ",3995.332031,0.001268
 1,1,1657041655,760000,"P1              ",3995.942383,0.001252
 1,1,1657041655,800000,"P1              ",3994.781982,0.001039
 1,1,1657041655,840000,"P1              ",3995.759521,0.001298
 1,1,1657041655,880000,"P1              ",3994.598633,0.000978
 1,1,1657041655,920000,"P1              ",3995.453613,0.001146
 1,1,1657041655,960000,"P1              ",3995.148682,0.001176
 1,1,1657041656,0,"P1              ",3995.576416,0.001329
 1,1,1657041656,40000,"P1              ",3995.820312,0.001283
 1,1,1657041656,80000,"P1              ",3995.637451,0.001314
 1,1,1657041656,120000,"P1              ",3995.942383,0.001252
 1,1,1657041656,160000,"P1              ",3994.538086,0.001100
 1,1,1657041656,200000,"P1              ",3994.782227,0.001115
