 1,1,1657041650,880000,1657041650,880385,385
 1,1,1657041650,920000,1657041650,920803,803
 1,1,1657041650,960000,1657041650,961026,1026
 1,1,1657041651,0,1657041651,1038,1038
 1,1,1657041651,40000,1657041651,40772,772
 1,1,1657041651,80000,1657041651,80650,650
 1,1,1657041651,120000,1657041651,120590,590
 1,1,1657041651,160000,1657041651,160639,639
 1,1,1657041651,200000,1657041651,200644,644
 1,1,1657041651,240000,1657041651,240673,673
 1,1,1657041651,280000,1657041651,280682,682
 1,1,1657041651,320000,1657041651,320720,720
 1,1,1657041651,360000,1657041651,360638,638
 1,1,1657041651,400000,1657041651,400630,630
 1,1,1657041651,440000,1657041651,440695,695
 1,1,1657041651,480000,1657041651,480704,704
 1,1,1657041651,520000,1657041651,520670,670
 1,1,1657041651,560000,1657041651,561026,1026
 1,1,1657041651,600000,1657041651,601031,1031
 1,1,1657041651,640000,1657041651,640596,596
 1,1,1657041651,680000,1657041651,680637,637
 1,1,1657041651,720000,1657041651,720672,672
 1,1,1657041651,760000,1657041651,760687,687
 1,1,1657041651,800000,1657041651,800702,702
 1,1,1657041651,840000,1657041651,840667,667
 1,1,1657041651,880000,1657041651,880593,593
 1,1,1657041651,920000,1657041651,920727,727
 1,1,1657041651,960000,1657041651,960833,833
 1,1,1657041652,0,1657041652,652,652
 1,1,1657041652,40000,1657041652,40957,957
 1,1,1657041652,80000,1657041652,81033,1033
 1,1,1657041652,120000,1657041652,121162,1162
 1,1,1657041652,160000,1657041652,161194,1194
 1,1,1657041652,200000,1657041652,200802,802
 1,1,1657041652,240000,1657041652,240728,728
 1,1,1657041652,280000,1657041652,280980,980
 1,1,1657041652,320000,1657041652,321182,1182
 1,1,1657041652,360000,1657041652,360960,960
 1,1,1657041652,400000,1657041652,401137,1137
 1,1,1657041652,440000,1657041652,440841,841
 1,1,1657041652,480000,1657041652,481201,1201
 1,1,1657041652,520000,1657041652,520792,792
 1,1,1657041652,560000,1657041652,560853,853
 1,1,1657041652,600000,1657041652,600959,959
 1,1,1657041652,640000,1657041652,641064,1064
 1,1,1657041652,680000,1657041652,680774,774
 1,1,1657041652,720000,1657041652,720885,885
 1,1,1657041652,760000,1657041652,760959,959
 1,1,1657041652,800000,1657041652,800960,960
 1,1,1657041652,840000,1657041652,841134,1134
 1,1,1657041652,880000,1657041652,880842,842
 1,1,1657041652,920000,1657041652,920964,964
 1,1,1657041652,960000,1657041652,960970,970
 1,1,1657041653,0,1657041653,1038,1038
 1,1,1657041653,40000,1657041653,40969,969
 1,1,1657041653,80000,1657041653,80964,964
 1,1,1657041653,120000,1657041653,121187,1187
 1,1,1657041653,160000,1657041653,160868,868
 1,1,1657041653,200000,1657041653,200809,809
 1,1,1657041653,240000,1657041653,240864,864
 1,1,1657041653,280000,1657041653,280839,839
 1,1,1657041653,320000,1657041653,320952,952
 1,1,1657041653,360000,1657041653,361174,1174
 1,1,1657041653,400000,1657041653,401188,1188
 1,1,1657041653,440000,1657041653,440963,963
 1,1,1657041653,480000,1657041653,481136,1136
 1,1,1657041653,520000,1657041653,521185,1185
 1,1,1657041653,560000,1657041653,560974,974
 1,1,1657041653,600000,1657041653,601049,1049
 1,1,1657041653,640000,1657041653,640935,935
 1,1,1657041653,680000,1657041653,680718,718
 1,1,1657041653,720000,1657041653,720961,961
 1,1,1657041653,760000,1657041653,761141,1141
 1,1,1657041653,800000,1657041653,801150,1150
 1,1,1657041653,840000,1657041653,840964,964
 1,1,1657041653,880000,1657041653,881141,1141
 1,1,1657041653,920000,1657041653,921137,1137
 1,1,1657041653,960000,1657041653,961005,1005
 1,1,1657041654,0,1657041654,977,977
 1,1,1657041654,40000,1657041654,40984,984
 1,1,1657041654,80000,1657041654,81131,1131
 1,1,1657041654,120000,1657041654,121132,1132
 1,1,1657041654,160000,1657041654,161108,1108
 1,1,1657041654,200000,1657041654,200798,798
 1,1,1657041654,240000,1657041654,240944,944
 1,1,1657041654,280000,1657041654,280989,989
 1,1,1657041654,320000,1657041654,321120,1120
 1,1,1657041654,360000,1657041654,360972,972
 1,1,1657041654,400000,1657041654,401186,1186
 1,1,1657041654,440000,1657041654,440974,974
 1,1,1657041654,480000,1657041654,481186,1186
 1,1,1657041654,520000,1657041654,521150,1150
 1,1,1657041654,560000,1657041654,560986,986
 1,1,1657041654,600000,1657041654,600965,965
 1,1,1657041654,640000,1657041654,640962,962
 1,1,1657041654,680000,1657041654,680721,721
 1,1,1657041654,720000,1657041654,721120,1120
 1,1,1657041654,760000,1657041654,761143,1143
 1,1,1657041654,800000,1657041654,800993,993
 1,1,1657041654,840000,1657041654,840810,810
 1,1,1657041654,880000,1657041654,881183,1183
 1,1,1657041654,920000,1657041654,921149,1149
 1,1,1657041654,960000,1657041654,961146,1146
 1,1,1657041655,0,1657041655,1048,1048
 1,1,1657041655,40000,1657041655,40746,746
 1,1,1657041655,80000,1657041655,81134,1134
 1,1,1657041655,120000,1657041655,120852,852
 1,1,1657041655,160000,1657041655,160962,962
 1,1,1657041655,200000,1657041655,200753,753
 1,1,1657041655,240000,1657041655,240639,639
 1,1,1657041655,280000,1657041655,281009,1009
 1,1,1657041655,320000,1657041655,321146,1146
 1,1,1657041655,360000,1657041655,361160,1160
 1,1,1657041655,400000,1657041655,400766,766
 1,1,1657041655,440000,1657041655,440653,653
 1,1,1657041655,480000,1657041655,480615,615
 1,1,1657041655,520000,1657041655,520699,699
 1,1,1657041655,560000,1657041655,560692,692
 1,1,1657041655,600000,1657041655,600677,677
 1,1,1657041655,640000,1657041655,640642,642
 1,1,1657041655,680000,1657041655,680635,635
 1,1,1657041655,720000,1657041655,720664,664
 1,1,1657041655,760000,1657041655,760956,956
 1,1,1657041655,800000,1657041655,800962,962
 1,1,1657041655,840000,1657041655,840810,810
 1,1,1657041655,880000,1657041655,880904,904
 1,1,1657041655,920000,1657041655,920825,825
 1,1,1657041655,960000,1657041655,960958,958
 1,1,1657041656,0,1657041656,1191,1191
 1,1,1657041656,40000,1657041656,40931,931
 1,1,1657041656,80000,1657041656,81052,1052
 1,1,1657041656,120000,1657041656,121131,1131
 1,1,1657041656,160000,1657041656,161208,1208
 1,1,1657041656,200000,1657041656,200836,836
 1,1,1657041656,240000,1657041656,240958,958
 1,1,1657041656,280000,1657041656,280826,826
 1,1,1657041656,320000,1657041656,320648,648
 1,1,1657041656,360000,1657041656,360705,705
 1,1,1657041656,400000,1657041656,400408,408
 1,1,1657041656,440000,1657041656,440656,656
 1,1,1657041656,480000,1657041656,480798,798
 1,1,1657041656,520000,1657041656,521136,1136
 1,1,1657041656,560000,1657041656,560936,936
 1,1,1657041656,600000,1657041656,601144,1144
 1,1,1657041656,640000,1657041656,640966,966
 1,1,1657041656,680000,1657041656,680963,963
 1,1,1657041656,720000,1657041656,721128,1128
 1,1,1657041656,760000,1657041656,761148,1148
 1,1,1657041656,800000,1657041656,800389,389
 1,1,1657041656,840000,1657041656,840651,651
 1,1,1657041656,880000,1657041656,880275,275
 1,1,1657041656,920000,1657041656,920389,389
 1,1,1657041656,960000,1657041656,960738,738
 1,1,1657041657,0,1657041657,659,659
 1,1,1657041657,40000,1657041657,40883,883
 1,1,1657041657,80000,1657041657,80839,839
 1,1,1657041657,120000,1657041657,121165,1165
 1,1,1657041657,160000,1657041657,161154,1154
 1,1,1657041657,200000,1657041657,200870,870
 1,1,1657041657,240000,1657041657,240973,973
 1,1,1657041657,280000,1657041657,280995,995
