 1,1,1657041650,880000,50.400002,0.000000
 1,1,1657041650,920000,50.099998,0.000000
 1,1,1657041650,960000,50.099998,0.000000
 1,1,1657041651,0,50.400002,0.000000
 1,1,1657041651,40000,50.400002,0.000000
 1,1,1657041651,80000,50.200001,0.000000
 1,1,1657041651,120000,50.500000,0.000000
 1,1,1657041651,160000,50.400002,0.000000
 1,1,1657041651,200000,50.500000,0.000000
 1,1,1657041651,240000,50.299999,0.000000
 1,1,1657041651,280000,50.299999,0.000000
 1,1,1657041651,320000,50.099998,0.000000
 1,1,1657041651,360000,50.500000,0.000000
 1,1,1657041651,400000,50.200001,0.000000
 1,1,1657041651,440000,50.500000,0.000000
 1,1,1657041651,480000,50.099998,0.000000
 1,1,1657041651,520000,50.500000,0.000000
 1,1,1657041651,560000,50.500000,0.000000
 1,1,1657041651,600000,50.200001,0.000000
 1,1,1657041651,640000,50.099998,0.000000
 1,1,1657041651,680000,50.500000,0.000000
 1,1,1657041651,720000,50.200001,0.000000
 1,1,1657041651,760000,50.500000,0.000000
 1,1,1657041651,800000,50.200001,0.000000
 1,1,1657041651,840000,50.500000,0.000000
 1,1,1657041651,880000,50.200001,0.000000
 1,1,1657041651,920000,50.299999,0.000000
 1,1,1657041651,960000,50.500000,0.000000
 1,1,1657041652,0,50.099998,0.000000
 1,1,1657041652,40000,50.299999,0.000000
 1,1,1657041652,80000,50.400002,0.000000
 1,1,1657041652,120000,50.200001,0.000000
 1,1,1657041652,160000,50.200001,0.000000
 1,1,1657041652,200000,50.299999,0.000000
 1,1,1657041652,240000,50.500000,0.000000
 1,1,1657041652,280000,50.400002,0.000000
 1,1,1657041652,320000,50.200001,0.000000
 1,1,1657041652,360000,50.299999,0.000000
 1,1,1657041652,400000,50.099998,0.000000
 1,1,1657041652,440000,50.200001,0.000000
 1,1,1657041652,480000,50.099998,0.000000
 1,1,1657041652,520000,50.299999,0.000000
 1,1,1657041652,560000,50.299999,0.000000
 1,1,1657041652,600000,50.299999,0.000000
 1,1,1657041652,640000,50.299999,0.000000
 1,1,1657041652,680000,50.200001,0.000000
 1,1,1657041652,720000,50.299999,0.000000
 1,1,1657041652,760000,50.400002,0.000000
 1,1,1657041652,800000,50.500000,0.000000
 1,1,1657041652,840000,50.099998,0.000000
 1,1,1657041652,880000,50.099998,0.000000
 1,1,1657041652,920000,50.200001,0.000000
 1,1,1657041652,960000,50.299999,0.000000
 1,1,1657041653,0,50.500000,0.000000
 1,1,1657041653,40000,50.200001,0.000000
 1,1,1657041653,80000,50.099998,0.000000
 1,1,1657041653,120000,50.500000,0.000000
 1,1,1657041653,160000,50.400002,0.000000
 1,1,1657041653,200000,50.299999,0.000000
 1,1,1657041653,240000,50.099998,0.000000
 1,1,1657041653,280000,50.400002,0.000000
 1,1,1657041653,320000,50.299999,0.000000
 1,1,1657041653,360000,50.400002,0.000000
 1,1,1657041653,400000,50.400002,0.000000
 1,1,1657041653,440000,50.400002,0.000000
 1,1,1657041653,480000,50.200001,0.000000
 1,1,1657041653,520000,50.500000,0.000000
 1,1,1657041653,560000,50.099998,0.000000
 1,1,1657041653,600000,50.099998,0.000000
 1,1,1657041653,640000,50.200001,0.000000
 1,1,1657041653,680000,50.200001,0.000000
 1,1,1657041653,720000,50.200001,0.000000
 1,1,1657041653,760000,50.200001,0.000000
 1,1,1657041653,800000,50.200001,0.000000
 1,1,1657041653,840000,50.299999,0.000000
 1,1,1657041653,880000,50.099998,0.000000
 1,1,1657041653,920000,50.400002,0.000000
 1,1,1657041653,960000,50.500000,0.000000
 1,1,1657041654,0,50.200001,0.000000
 1,1,1657041654,40000,50.400002,0.000000
 1,1,1657041654,80000,50.200001,0.000000
 1,1,1657041654,120000,50.500000,0.000000
 1,1,1657041654,160000,50.299999,0.000000
 1,1,1657041654,200000,50.200001,0.000000
 1,1,1657041654,240000,50.299999,0.000000
 1,1,1657041654,280000,50.400002,0.000000
 1,1,1657041654,320000,50.400002,0.000000
 1,1,1657041654,360000,50.400002,0.000000
 1,1,1657041654,400000,50.500000,0.000000
 1,1,1657041654,440000,50.500000,0.000000
 1,1,1657041654,480000,50.099998,0.000000
 1,1,1657041654,520000,50.099998,0.000000
 1,1,1657041654,560000,50.400002,0.000000
 1,1,1657041654,600000,50.299999,0.000000
 1,1,1657041654,640000,50.099998,0.000000
 1,1,1657041654,680000,50.299999,0.000000
 1,1,1657041654,720000,50.400002,0.000000
 1,1,1657041654,760000,50.299999,0.000000
 1,1,1657041654,800000,50.200001,0.000000
 1,1,1657041654,840000,50.099998,0.000000
 1,1,1657041654,880000,50.099998,0.000000
 1,1,1657041654,920000,50.400002,0.000000
 1,1,1657041654,960000,50.200001,0.000000
 1,1,1657041655,0,50.200001,0.000000
 1,1,1657041655,40000,50.500000,0.000000
 1,1,1657041655,80000,50.299999,0.000000
 1,1,1657041655,120000,50.299999,0.000000
 1,1,1657041655,160000,50.500000,0.000000
 1,1,1657041655,200000,50.200001,0.000000
 1,1,1657041655,240000,50.299999,0.000000
 1,1,1657041655,280000,50.200001,0.000000
 1,1,1657041655,320000,50.500000,0.000000
 1,1,1657041655,360000,50.299999,0.000000
 1,1,1657041655,400000,50.200001,0.000000
 1,1,1657041655,440000,50.200001,0.000000
 1,1,1657041655,480000,50.299999,0.000000
 1,1,1657041655,520000,50.400002,0.000000
 1,1,1657041655,560000,50.099998,0.000000
 1,1,1657041655,600000,50.500000,0.000000
 1,1,1657041655,640000,50.099998,0.000000
 1,1,1657041655,680000,50.500000,0.000000
 1,1,1657041655,720000,50.500000,0.000000
 1,1,1657041655,760000,50.099998,0.000000
 1,1,1657041655,800000,50.200001,0.000000
 1,1,1657041655,840000,50.099998,0.000000
 1,1,1657041655,880000,50.400002,0.000000
 1,1,1657041655,920000,50.099998,0.000000
 1,1,1657041655,960000,50.299999,0.000000
 1,1,1657041656,0,50.500000,0.000000
 1,1,1657041656,40000,50.500000,0.000000
 1,1,1657041656,80000,50.400002,0.000000
 1,1,1657041656,120000,50.200001,0.000000
 1,1,1657041656,160000,50.099998,0.000000
 1,1,1657041656,200000,50.500000,0.000000
 1,1,1657041656,240000,50.200001,0.000000
 1,1,1657041656,280000,50.400002,0.000000
 1,1,1657041656,320000,50.099998,0.000000
